"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4539070";"";"";"Unknown";"";"285.33";"2";"2";"2.54";"76.10";"7";"0";"0";"5";"N";"0.67";"None";"None";"1.75";"1.75";"3";"MOL";"-1";"20";"6";"0";"0";"285.0684";"-2.22";"NEUTRAL";"C13H11N5OS";"N#CCCCOc1ccccc1-c1nn2cnnc2s1";"XASFXBVBVMIONT-UHFFFAOYSA-N"
"CHEMBL3920486";"";"";"Small molecule";"";"328.40";"2";"5";"3.56";"90.63";"7";"3";"0";"3";"N";"0.39";"9.05";"3.59";"4.11";"4.10";"3";"MOL";"-1";"23";"6";"3";"0";"328.0994";"-1.29";"NEUTRAL";"C16H16N4O2S";"C/C(=N/Nc1ncnc2sc(C)c(C)c12)c1cc(O)ccc1O";"TWHQGYRHKIPEMA-OCKHKDLRSA-N"
"CHEMBL3985576";"";"";"Small molecule";"";"284.34";"2";"5";"3.23";"70.40";"6";"2";"0";"3";"N";"0.57";"8.70";"3.61";"3.26";"3.24";"3";"MOL";"-1";"20";"5";"2";"0";"284.0732";"-1.74";"NEUTRAL";"C14H12N4OS";"C/C(=N/Nc1ncnc2sccc12)c1ccccc1O";"MHGNUAHKJRHBSF-MFOYZWKCSA-N"
"CHEMBL36877";"";"";"Small molecule";"";"241.25";"4";"6";"2.11";"86.72";"5";"3";"0";"2";"N";"0.64";"9.95";"1.71";"2.58";"2.58";"3";"MOL";"-1";"18";"6";"3";"0";"241.0964";"-1.26";"NEUTRAL";"C12H11N5O";"Cc1ccc(Nc2nc(O)c3[nH]cnc3n2)cc1";"HFXAMEWMAYIKHR-UHFFFAOYSA-N"
"CHEMBL4075810";"";"";"Small molecule";"";"628.73";"2";"4";"0.43";"169.88";"10";"2";"1";"14";"N";"0.30";"9.97";"None";"-0.66";"-0.66";"2";"MOL";"-1";"42";"14";"2";"2";"628.1873";"-0.85";"NEUTRAL";"C26H36N4O10S2";"COc1ccc(S(=O)(=O)NCCC(=O)N2CCN(C(=O)CCNS(=O)(=O)c3ccc(OC)c(OC)c3)CC2)cc1OC";"YXTLVUAMRIZSMT-UHFFFAOYSA-N"
"CHEMBL3085396";"";"";"Small molecule";"";"573.65";"3";"7";"6.60";"124.68";"6";"5";"2";"8";"N";"0.08";"-3.26";"4.02";"6.14";"4.03";"5";"MOL";"-1";"40";"7";"6";"3";"551.1879";"-0.51";"ACID";"C32H28N3NaO4S";"Cc1cc([C@@](O)(c2ccc(Nc3ccccc3)cc2)c2ccc(Nc3ccc(S(=O)(=O)[O-])cc3)cc2)ccc1N.[Na+]";"OWKORNNCILLSEK-RYWNGCACSA-M"
"CHEMBL3114567";"";"";"Small molecule";"";"435.53";"1";"2";"1.67";"142.36";"9";"4";"0";"12";"N";"0.37";"10.23";"0.87";"1.76";"1.76";"2";"MOL";"-1";"31";"10";"4";"0";"435.2482";"0.18";"NEUTRAL";"C21H33N5O5";"CCCCCCCCCCNc1nc(=O)c2ncn([C@@H]3C[C@H](O)[C@@H](CO)O3)c2c(=O)[nH]1";"KACHYEROQFHKKU-XHSDSOJGSA-N"
"CHEMBL1813564";"";"";"Small molecule";"";"892.09";"1";"1";"8.08";"191.12";"10";"4";"2";"9";"N";"0.11";"3.99";"5.09";"7.73";"7.83";"5";"MOL";"-1";"64";"14";"4";"3";"891.3877";"-0.30";"ACID";"C49H57N5O9S";"CCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c2ccc(Oc3cc(-c4ccccc4)nc4cc(OC)ccc34)c(c2)CCCc2ccccc2S(=O)(=O)NC1=O";"BNCMQLQKSOLHEG-KWGFMHBASA-N"
"CHEMBL1771793";"";"";"Small molecule";"";"311.34";"1";"1";"3.29";"76.39";"5";"2";"0";"5";"N";"0.71";"11.71";"8.47";"2.47";"1.44";"3";"MOL";"-1";"23";"6";"2";"0";"311.1270";"-1.80";"NEUTRAL";"C17H17N3O3";"CCOc1ccc2c(NNC(=O)c3ccco3)cc(C)nc2c1";"VTBMUQHNOZEBBW-UHFFFAOYSA-N"
"CHEMBL4091436";"";"";"Small molecule";"";"529.13";"2";"5";"2.30";"98.82";"6";"2";"1";"12";"N";"0.41";"9.57";"7.24";"2.54";"2.31";"2";"MOL";"-1";"34";"8";"2";"1";"528.1632";"-1.23";"NEUTRAL";"C23H33ClN4O4S2";"Cc1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc(Cl)cc3)CC2)cc1";"CJULTPUKGGRKAZ-UHFFFAOYSA-N"
"CHEMBL4073174";"";"";"Small molecule";"";"624.78";"2";"4";"1.69";"151.42";"10";"2";"1";"16";"N";"0.21";"9.44";"7.21";"2.14";"1.92";"2";"MOL";"-1";"42";"12";"2";"2";"624.2288";"-0.84";"NEUTRAL";"C28H40N4O8S2";"CCOC(=O)c1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc(C(=O)OCC)cc3)CC2)cc1";"CAXAIEWESXJNDU-UHFFFAOYSA-N"
"CHEMBL3114566";"";"";"Small molecule";"";"407.47";"1";"2";"0.89";"142.36";"9";"4";"0";"10";"N";"0.43";"10.23";"0.87";"0.87";"0.87";"2";"MOL";"-1";"29";"10";"4";"0";"407.2169";"0.20";"NEUTRAL";"C19H29N5O5";"CCCCCCCCNc1nc(=O)c2ncn([C@@H]3C[C@H](O)[C@@H](CO)O3)c2c(=O)[nH]1";"QCVIOQOWWYMUJY-MJBXVCDLSA-N"
"CHEMBL4531456";"";"";"Unknown";"";"361.43";"4";"5";"5.11";"64.11";"5";"1";"1";"4";"N";"0.55";"None";"3.84";"3.66";"3.66";"4";"MOL";"-1";"26";"5";"1";"1";"361.0885";"-1.52";"NEUTRAL";"C20H15N3O2S";"CC(=O)Nc1ccc(Oc2ccccc2-c2nc3ccncc3s2)cc1";"OPOGWEXFOKBMCJ-UHFFFAOYSA-N"
"CHEMBL4062449";"";"";"Small molecule";"";"416.32";"2";"6";"6.23";"20.31";"1";"0";"1";"3";"N";"0.46";"None";"None";"6.09";"6.09";"3";"MOL";"-1";"27";"2";"0";"1";"415.0572";"-0.66";"NEUTRAL";"C24H18BrNO";"Cc1ccc(N2C(=O)/C(=C\c3ccccc3)C=C2c2ccccc2)c(Br)c1";"GBXFHKVXWXTPBN-HKWRFOASSA-N"
"CHEMBL3938439";"";"";"Small molecule";"";"326.38";"2";"8";"2.64";"87.14";"6";"3";"0";"3";"N";"0.64";"8.10";"3.14";"4.33";"4.25";"3";"MOL";"-1";"23";"6";"3";"0";"326.0837";"-2.06";"NEUTRAL";"C16H14N4O2S";"O=C(NNc1ncnc2sc3c(c12)CCC3)c1ccccc1O";"NWEOUCKRWONUGA-UHFFFAOYSA-N"
"CHEMBL3961375";"";"";"Small molecule";"";"469.61";"2";"16";"4.35";"88.07";"6";"1";"0";"6";"N";"0.50";"None";"4.43";"5.14";"5.14";"2";"MOL";"-1";"33";"7";"1";"0";"469.2035";"-0.88";"NEUTRAL";"C25H31N3O4S";"CCOC(=O)[C@@H]1C[C@@H]2/C(=N/Nc3ccccc3)CCCC[C@@H]2N1S(=O)(=O)c1ccc(C)cc1";"GXNXXHROQMIQFH-IILWDQTDSA-N"
"CHEMBL1448067";"";"";"Small molecule";"";"464.57";"30";"35";"4.71";"79.73";"7";"1";"0";"5";"N";"0.55";"4.73";"None";"5.13";"3.56";"3";"MOL";"-1";"32";"6";"1";"0";"464.0864";"-0.47";"ACID";"C24H20N2O4S2";"CCOc1ccc(N2C(=O)C3Sc4nc(O)sc4C(/C=C/c4ccccc4)C3C2=O)cc1";"WFVXIJBRKAUYAT-MDWZMJQESA-N"
"CHEMBL3905109";"";"";"Small molecule";"";"322.35";"2";"8";"2.39";"92.69";"7";"2";"0";"3";"N";"0.56";"11.35";"2.21";"1.89";"1.89";"4";"MOL";"-1";"23";"7";"2";"0";"322.0637";"-2.17";"NEUTRAL";"C15H10N6OS";"O=C(NNc1ncnc2sc3ccccc3c12)c1cnccn1";"JVPHBQKXHJWRKX-UHFFFAOYSA-N"
"CHEMBL506980";"";"";"Small molecule";"";"315.33";"4";"8";"3.33";"74.85";"3";"2";"0";"2";"N";"0.56";"None";"5.61";"4.07";"4.07";"4";"MOL";"-1";"24";"5";"2";"0";"315.1008";"-0.88";"NEUTRAL";"C19H13N3O2";"O=C(Nc1ccncc1)c1cccc2c(=O)c3ccccc3[nH]c12";"ZUXYPEORVCGYKP-UHFFFAOYSA-N"
"CHEMBL1822870";"";"";"Small molecule";"";"403.49";"1";"8";"2.49";"92.94";"5";"3";"0";"4";"N";"0.49";"11.08";"7.87";"1.54";"0.94";"4";"MOL";"-1";"30";"8";"3";"0";"403.2121";"-1.49";"NEUTRAL";"C22H25N7O";"CC(=O)NCc1nc2ccc(-c3nc4ccc(N5CCN(C)CC5)cc4[nH]3)cc2[nH]1";"LMRUBEYAECDBPC-UHFFFAOYSA-N"
"CHEMBL4063916";"";"";"Small molecule";"";"540.71";"2";"4";"1.36";"117.28";"8";"2";"1";"14";"N";"0.35";"10.15";"7.24";"1.10";"0.87";"2";"MOL";"-1";"36";"10";"2";"1";"540.2076";"-0.90";"NEUTRAL";"C24H36N4O6S2";"COc1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc(OC)cc3)CC2)cc1";"CHXHYWJSFZBVFZ-UHFFFAOYSA-N"
"CHEMBL43565";"";"";"Small molecule";"";"418.50";"1";"1";"4.75";"115.56";"4";"4";"0";"10";"N";"0.28";"8.59";"2.86";"4.63";"4.61";"4";"MOL";"-1";"31";"8";"4";"0";"418.2117";"-0.57";"NEUTRAL";"C23H26N6O2";"O=C(CCCCCCCC(=O)Nc1nc2ccccc2[nH]1)Nc1nc2ccccc2[nH]1";"SJONIAPCMTYQRY-UHFFFAOYSA-N"
"CHEMBL3948106";"";"";"Small molecule";"";"324.41";"2";"5";"3.72";"70.40";"6";"2";"0";"3";"N";"0.57";"8.70";"3.81";"4.40";"4.38";"3";"MOL";"-1";"23";"5";"2";"0";"324.1045";"-1.86";"NEUTRAL";"C17H16N4OS";"C/C(=N\Nc1ncnc2sc3c(c12)CCC3)c1ccccc1O";"LJQTWKGRFJQYTM-KEBDBYFISA-N"
"CHEMBL4095027";"";"";"Small molecule";"";"543.50";"2";"4";"3.77";"116.40";"6";"4";"1";"12";"N";"0.26";"9.33";"6.45";"3.39";"3.34";"3";"MOL";"-1";"34";"8";"4";"1";"542.0616";"-1.04";"NEUTRAL";"C22H24Cl2N4O4S2";"O=S(=O)(NCCNc1ccc(NCCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1ccc(Cl)cc1";"YTPUPYSCFXAAMN-UHFFFAOYSA-N"
"CHEMBL3983525";"";"";"Small molecule";"";"300.35";"2";"5";"1.86";"92.69";"7";"2";"0";"3";"N";"0.72";"11.31";"3.18";"1.95";"1.95";"3";"MOL";"-1";"21";"7";"2";"0";"300.0793";"-2.44";"NEUTRAL";"C13H12N6OS";"Cc1sc2ncnc(NNC(=O)c3cnccn3)c2c1C";"ZELYKKGZAMQSHQ-UHFFFAOYSA-N"
"CHEMBL4552648";"";"";"Unknown";"";"262.29";"2";"2";"1.87";"61.54";"7";"0";"0";"3";"N";"0.72";"None";"None";"1.53";"1.53";"3";"MOL";"-1";"18";"6";"0";"0";"262.0524";"-1.91";"NEUTRAL";"C11H10N4O2S";"COc1cccc(-c2nn3cnnc3s2)c1OC";"PDIOOEXWGHUOQB-UHFFFAOYSA-N"
"CHEMBL4063334";"";"";"Small molecule";"";"580.78";"2";"4";"3.65";"98.82";"6";"2";"1";"12";"N";"0.25";"9.78";"7.23";"3.40";"3.17";"4";"MOL";"-1";"40";"8";"2";"1";"580.2178";"-0.91";"NEUTRAL";"C30H36N4O4S2";"O=S(=O)(NCCCN1CCN(CCCNS(=O)(=O)c2ccc3ccccc3c2)CC1)c1ccc2ccccc2c1";"LZRITSCFYVMBPK-UHFFFAOYSA-N"
"CHEMBL4067609";"";"";"Small molecule";"";"515.10";"2";"5";"1.99";"98.82";"6";"2";"1";"12";"N";"0.42";"9.53";"7.23";"2.02";"1.80";"2";"MOL";"-1";"33";"8";"2";"1";"514.1475";"-1.26";"NEUTRAL";"C22H31ClN4O4S2";"O=S(=O)(NCCCN1CCN(CCCNS(=O)(=O)c2ccc(Cl)cc2)CC1)c1ccccc1";"MRUAYYXKPQFAFX-UHFFFAOYSA-N"
"CHEMBL3120367";"";"";"Small molecule";"";"375.86";"1";"1";"5.64";"42.23";"2";"1";"1";"5";"N";"0.49";"4.52";"None";"5.91";"3.11";"4";"MOL";"-1";"27";"3";"1";"1";"375.1026";"-1.11";"ACID";"C23H18ClNO2";"O=C(O)Cc1cn(Cc2cccc(Cl)c2)c2cc(-c3ccccc3)ccc12";"PZEPKLRTQLSWTI-UHFFFAOYSA-N"
"CHEMBL404563";"";"";"Small molecule";"";"706.41";"1";"1";"4.60";"122.24";"8";"2";"1";"5";"N";"0.43";"3.05";"1.04";"4.75";"1.28";"2";"MOL";"-1";"41";"9";"2";"1";"703.9827";"-0.43";"ACID";"C29H26Br2N2O7S";"CC1=CC2C(=O)[C@@]3(O[C@@H](c4ccc(Br)c(Br)c4)[C@@H](C(=O)Nc4ccc(N5CCOCC5)cc4)[C@H]3C(=O)O)C(=O)C2S1";"IJOGIEWSPWEDAX-CSMNVUFKSA-N"
"CHEMBL1822706";"";"";"Small molecule";"";"818.99";"5";"13";"5.13";"185.88";"10";"6";"3";"12";"N";"0.10";"10.78";"12.45";"3.58";"2.37";"8";"MOL";"-1";"61";"16";"6";"4";"818.4241";"-0.77";"BASE";"C45H50N14O2";"CN1CCN(c2ccc3nc(-c4ccc5nc(CNC(=O)CCCC(=O)NCc6nc7ccc(-c8nc9ccc(N%10CCN(C)CC%10)cc9[nH]8)cc7[nH]6)[nH]c5c4)[nH]c3c2)CC1";"LRYBWVYGWUZKSM-UHFFFAOYSA-N"
"CHEMBL554383";"";"";"Small molecule";"";"243.31";"1";"1";"3.52";"33.45";"2";"0";"0";"0";"N";"0.71";"None";"None";"2.54";"2.54";"2";"MOL";"-1";"18";"3";"0";"0";"243.1259";"0.64";"NEUTRAL";"C15H17NO2";"Cc1cc2c3c(cc(C)c2o1)C(C)CC(=O)N3C";"QZVCVOHPEQARCW-UHFFFAOYSA-N"
"CHEMBL550256";"";"";"Small molecule";"";"426.81";"1";"2";"4.51";"120.36";"7";"4";"0";"4";"N";"0.35";"7.12";"None";"4.63";"4.15";"4";"MOL";"-1";"30";"7";"4";"0";"426.0506";"0.72";"NEUTRAL";"C22H15ClO7";"O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OCc3ccc(Cl)cc3)cc(O)c12";"BYQBMIHQROWCQG-UHFFFAOYSA-N"
"CHEMBL1771797";"";"";"Small molecule";"";"371.46";"1";"1";"3.56";"80.32";"5";"2";"0";"6";"N";"0.65";"10.34";"8.38";"3.58";"2.72";"3";"MOL";"-1";"26";"6";"2";"0";"371.1304";"-1.55";"NEUTRAL";"C19H21N3O3S";"CCOc1ccc2c(NNS(=O)(=O)c3ccc(C)cc3)cc(C)nc2c1";"RPQYMPIWXXIOSK-UHFFFAOYSA-N"
"CHEMBL3947706";"";"";"Small molecule";"";"362.46";"2";"5";"4.28";"78.85";"6";"2";"0";"3";"N";"0.42";"10.30";"4.20";"4.81";"4.81";"4";"MOL";"-1";"26";"6";"2";"0";"362.1314";"-1.94";"NEUTRAL";"C19H18N6S";"C/C(=N\Nc1ncnc2sc3c(c12)CCCC3)c1nc2ccccc2[nH]1";"HVLLXSLXAUEHIV-BHGWPJFGSA-N"
"CHEMBL4580158";"";"";"Unknown";"";"257.32";"2";"2";"2.95";"61.03";"5";"1";"0";"2";"N";"0.77";"None";"5.72";"2.53";"2.52";"3";"MOL";"-1";"18";"4";"2";"0";"257.0623";"-0.95";"NEUTRAL";"C13H11N3OS";"COc1ccccc1-c1nc2ccnc(N)c2s1";"RJGREIMHQKKIIH-UHFFFAOYSA-N"
"CHEMBL1813568";"";"";"Small molecule";"";"842.03";"1";"1";"7.34";"191.12";"10";"4";"2";"9";"N";"0.13";"3.82";"5.08";"5.54";"5.95";"4";"MOL";"-1";"60";"14";"4";"3";"841.3720";"-0.02";"ACID";"C45H55N5O9S";"CCC[C@@H]1NC(=O)[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c2ccc(Oc3cc(-c4ccccc4)nc4cc(OC)ccc34)c(c2)/C=C\CCCS(=O)(=O)NC1=O";"GQWXKFJRXYSFII-MGCYMVSRSA-N"
"CHEMBL4076162";"";"";"Small molecule";"";"570.65";"2";"5";"1.16";"185.10";"10";"2";"1";"14";"N";"0.19";"9.20";"7.20";"1.30";"1.08";"2";"MOL";"-1";"38";"14";"2";"2";"570.1567";"-1.12";"NEUTRAL";"C22H30N6O8S2";"O=[N+]([O-])c1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1";"QTFVYBDGKDKDDO-UHFFFAOYSA-N"
"CHEMBL3929888";"";"";"Small molecule";"";"324.41";"2";"5";"3.20";"75.95";"7";"1";"0";"3";"N";"0.59";"11.53";"2.30";"3.10";"3.10";"3";"MOL";"-1";"23";"6";"1";"0";"324.1157";"-2.20";"NEUTRAL";"C16H16N6S";"C/C(=N\Nc1ncnc2sc3c(c12)CCCC3)c1cnccn1";"TUYXBDJVSHGIJT-UFFVCSGVSA-N"
"CHEMBL4085744";"";"";"Small molecule";"";"600.76";"2";"4";"1.38";"135.74";"10";"2";"1";"16";"N";"0.27";"9.14";"7.20";"0.79";"0.57";"2";"MOL";"-1";"40";"12";"2";"2";"600.2288";"-0.91";"NEUTRAL";"C26H40N4O8S2";"COc1ccc(OC)c(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3cc(OC)ccc3OC)CC2)c1";"WHQYCMXGDDVZEB-UHFFFAOYSA-N"
"CHEMBL4068498";"";"";"Small molecule";"";"572.71";"2";"3";"0.60";"135.74";"10";"2";"1";"14";"N";"0.33";"9.13";"6.23";"0.67";"0.63";"2";"MOL";"-1";"38";"12";"2";"2";"572.1975";"-0.93";"NEUTRAL";"C24H36N4O8S2";"COc1ccc(OC)c(S(=O)(=O)NCCN2CCN(CCNS(=O)(=O)c3cc(OC)ccc3OC)CC2)c1";"GTFSLAIZLWAPLK-UHFFFAOYSA-N"
"CHEMBL4085961";"";"";"Small molecule";"";"535.52";"2";"4";"2.26";"98.82";"6";"2";"1";"11";"N";"0.43";"9.33";"6.96";"2.57";"2.43";"2";"MOL";"-1";"33";"8";"2";"1";"534.0929";"-1.26";"NEUTRAL";"C21H28Cl2N4O4S2";"O=S(=O)(NCCCN1CCN(CCNS(=O)(=O)c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1";"GKKRONYXFZYSTQ-UHFFFAOYSA-N"
"CHEMBL4076012";"";"";"Small molecule";"";"628.73";"2";"3";"0.43";"169.88";"10";"2";"1";"14";"N";"0.30";"9.13";"None";"-0.66";"-0.66";"2";"MOL";"-1";"42";"14";"2";"2";"628.1873";"-0.91";"NEUTRAL";"C26H36N4O10S2";"COc1ccc(OC)c(S(=O)(=O)NCCC(=O)N2CCN(C(=O)CCNS(=O)(=O)c3cc(OC)ccc3OC)CC2)c1";"WRQSKDOTFALLPG-UHFFFAOYSA-N"
"CHEMBL1822709";"";"";"Small molecule";"";"875.10";"5";"13";"6.69";"185.88";"10";"6";"3";"16";"N";"0.06";"10.78";"12.45";"5.36";"4.14";"8";"MOL";"-1";"65";"16";"6";"4";"874.4867";"-0.69";"BASE";"C49H58N14O2";"CN1CCN(c2ccc3nc(-c4ccc5nc(CNC(=O)CCCCCCCC(=O)NCc6nc7ccc(-c8nc9ccc(N%10CCN(C)CC%10)cc9[nH]8)cc7[nH]6)[nH]c5c4)[nH]c3c2)CC1";"KMPWSQZJZCWUEP-UHFFFAOYSA-N"
"CHEMBL3415703";"";"";"Small molecule";"";"302.42";"3";"10";"4.66";"30.95";"2";"1";"0";"3";"N";"0.70";"None";"4.36";"4.96";"4.96";"3";"MOL";"-1";"23";"2";"2";"0";"302.1783";"-0.80";"NEUTRAL";"C21H22N2";"Nc1ccc(-c2cc3c(n2Cc2ccccc2)CCCC3)cc1";"HOFDOPBUOJYTMQ-UHFFFAOYSA-N"
"CHEMBL4075921";"";"";"Small molecule";"";"571.21";"2";"5";"3.29";"98.82";"6";"2";"1";"12";"N";"0.38";"9.56";"7.23";"3.57";"3.34";"2";"MOL";"-1";"37";"8";"2";"1";"570.2101";"-1.22";"NEUTRAL";"C26H39ClN4O4S2";"CC(C)(C)c1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc(Cl)cc3)CC2)cc1";"ALLMCRWTRFWLBJ-UHFFFAOYSA-N"
"CHEMBL4475150";"";"";"Unknown";"";"256.33";"4";"5";"3.76";"35.01";"4";"0";"0";"3";"N";"0.72";"None";"3.84";"3.12";"3.12";"3";"MOL";"-1";"18";"3";"0";"0";"256.0670";"-1.74";"NEUTRAL";"C14H12N2OS";"CCOc1ccccc1-c1nc2ccncc2s1";"PXUQUHFOFBYAHA-UHFFFAOYSA-N"
"CHEMBL3947214";"";"";"Small molecule";"";"348.44";"2";"5";"3.89";"78.85";"6";"2";"0";"3";"N";"0.43";"10.30";"4.20";"4.36";"4.36";"4";"MOL";"-1";"25";"6";"2";"0";"348.1157";"-2.03";"NEUTRAL";"C18H16N6S";"C/C(=N/Nc1ncnc2sc3c(c12)CCC3)c1nc2ccccc2[nH]1";"VUMOJLAMGFLMJR-RMORIDSASA-N"
"CHEMBL3964307";"";"";"Small molecule";"";"364.43";"2";"5";"3.20";"95.59";"6";"3";"0";"3";"N";"0.49";"10.45";"3.20";"4.09";"4.09";"4";"MOL";"-1";"26";"7";"3";"0";"364.1106";"-2.11";"NEUTRAL";"C18H16N6OS";"O=C(NNc1ncnc2sc3c(c12)CCCC3)c1nc2ccccc2[nH]1";"OAVWZWUWHDIQCZ-UHFFFAOYSA-N"
"CHEMBL4094601";"";"";"Small molecule";"";"522.69";"2";"5";"1.48";"115.89";"6";"2";"1";"11";"N";"0.43";"10.10";"6.33";"1.72";"1.69";"2";"MOL";"-1";"35";"9";"2";"1";"522.1971";"-1.39";"NEUTRAL";"C24H34N4O5S2";"Cc1ccc(S(=O)(=O)NCCCN2CCN(C(=O)CCNS(=O)(=O)c3ccc(C)cc3)CC2)cc1";"HORLSXCUAMHMON-UHFFFAOYSA-N"
"CHEMBL4065442";"";"";"Small molecule";"";"452.60";"2";"3";"0.56";"98.82";"6";"2";"0";"10";"N";"0.55";"9.88";"6.33";"1.30";"1.26";"2";"MOL";"-1";"30";"8";"2";"0";"452.1552";"-1.07";"NEUTRAL";"C20H28N4O4S2";"O=S(=O)(NCCN1CCN(CCNS(=O)(=O)c2ccccc2)CC1)c1ccccc1";"UFPZUWSNEIVTLS-UHFFFAOYSA-N"
"CHEMBL4436602";"";"";"Unknown";"";"262.29";"2";"2";"1.87";"61.54";"7";"0";"0";"3";"N";"0.72";"None";"None";"1.53";"1.53";"3";"MOL";"-1";"18";"6";"0";"0";"262.0524";"-1.73";"NEUTRAL";"C11H10N4O2S";"COc1cccc(OC)c1-c1nn2cnnc2s1";"AFOFVENDZCJNEZ-UHFFFAOYSA-N"
"CHEMBL4082614";"";"";"Small molecule";"";"399.49";"2";"5";"6.82";"20.31";"1";"0";"1";"4";"N";"0.34";"None";"None";"6.46";"6.46";"4";"MOL";"-1";"31";"2";"0";"1";"399.1623";"-0.47";"NEUTRAL";"C29H21NO";"O=C1/C(=C\c2ccc(-c3ccccc3)cc2)C=C(c2ccccc2)N1c1ccccc1";"OHORKBAIBGTDGY-QOMWVZHYSA-N"
"CHEMBL3120366";"";"";"Small molecule";"";"378.65";"1";"1";"4.73";"42.23";"2";"1";"0";"4";"N";"0.71";"3.71";"None";"5.03";"1.73";"3";"MOL";"-1";"22";"3";"1";"0";"376.9818";"-1.34";"ACID";"C17H13BrClNO2";"O=C(O)Cc1cn(Cc2cccc(Cl)c2)c2cc(Br)ccc12";"QAKVLXIZABFZGA-UHFFFAOYSA-N"
"CHEMBL1813736";"";"";"Small molecule";"";"858.07";"1";"1";"7.65";"191.12";"10";"4";"2";"9";"N";"0.13";"3.82";"5.09";"6.26";"6.68";"4";"MOL";"-1";"61";"14";"4";"3";"857.4033";"-0.23";"ACID";"C46H59N5O9S";"CCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c2ccc(Oc3cc(-c4ccccc4)nc4cc(OC)ccc34)c(c2)CCCCCCS(=O)(=O)NC1=O";"NFYMJDIDXDXAKF-SEQRUIBASA-N"
"CHEMBL3954771";"";"";"Small molecule";"";"325.40";"2";"5";"2.72";"79.80";"6";"2";"0";"3";"N";"0.72";"11.87";"3.16";"3.59";"3.59";"3";"MOL";"-1";"23";"6";"2";"0";"325.0997";"-2.41";"NEUTRAL";"C16H15N5OS";"O=C(NNc1ncnc2sc3c(c12)CCCC3)c1ccccn1";"XTLFNBBTSOHDQA-UHFFFAOYSA-N"
"CHEMBL43501";"";"";"Small molecule";"";"586.70";"1";"1";"7.28";"139.62";"4";"6";"3";"11";"N";"0.09";"11.21";"5.46";"6.12";"6.11";"6";"MOL";"-1";"44";"10";"6";"3";"586.2805";"-0.82";"NEUTRAL";"C34H34N8O2";"O=C(NCCCCCCNC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1";"DVUUUZMZNFTOAL-UHFFFAOYSA-N"
"CHEMBL4085296";"";"";"Small molecule";"";"235.23";"1";"1";"3.22";"35.25";"2";"1";"0";"3";"N";"0.89";"None";"8.94";"2.88";"1.35";"2";"MOL";"-1";"17";"2";"2";"0";"235.0809";"-0.68";"BASE";"C13H11F2NO";"NCc1cc(F)c(Oc2ccccc2)c(F)c1";"CWUXEHNBSAXIIF-UHFFFAOYSA-N"
"CHEMBL551130";"";"";"Small molecule";"";"426.81";"1";"2";"4.51";"120.36";"7";"4";"0";"4";"N";"0.35";"7.12";"None";"4.63";"4.15";"4";"MOL";"-1";"30";"7";"4";"0";"426.0506";"0.58";"NEUTRAL";"C22H15ClO7";"O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OCc3cccc(Cl)c3)cc(O)c12";"BIVPHUOIFUDUSK-UHFFFAOYSA-N"
"CHEMBL1546228";"";"NSC-402083";"Small molecule";"";"226.24";"99";"120";"1.72";"58.53";"4";"1";"0";"2";"N";"0.62";"None";"5.13";"3.43";"3.43";"1";"MOL";"-1";"17";"4";"1";"0";"226.0742";"-0.54";"NEUTRAL";"C13H10N2O2";"O=C1C=CC(=NNc2ccccc2)C=CC1=O";"FANCAJKOSFUJAW-UHFFFAOYSA-N"
