"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1545427";"";"";"Small molecule";"";"373.35";"43";"59";"2.33";"118.85";"7";"1";"0";"4";"N";"0.38";"6.56";"None";"2.53";"1.66";"2";"MOL";"-1";"26";"9";"1";"0";"373.0369";"-1.86";"NEUTRAL";"C16H11N3O6S";"COc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc([N+](=O)[O-])s3)C2=O)cc1";"KFLJCZCQHOHEJD-WQLSENKSSA-N"
"CHEMBL1324375";"";"";"Small molecule";"";"466.55";"33";"43";"4.33";"93.10";"8";"1";"0";"5";"N";"0.41";"10.85";"5.83";"5.33";"5.32";"5";"MOL";"-1";"35";"8";"1";"0";"466.2117";"-1.74";"NEUTRAL";"C27H26N6O2";"Cc1cc2cc(C(c3nnnn3Cc3ccco3)N3CCc4ccccc4C3)c(O)nc2cc1C";"WAEZNYVVLQVLGP-UHFFFAOYSA-N"
"CHEMBL3144871";"";"";"Small molecule";"";"383.86";"22";"24";"4.37";"70.91";"5";"2";"0";"4";"N";"0.51";"7.78";"1.66";"5.28";"5.14";"4";"MOL";"-1";"26";"5";"2";"0";"383.0495";"-1.27";"NEUTRAL";"C19H14ClN3O2S";"O=c1c2c(O)cc(CSc3ccc(Cl)cc3)nc2[nH]n1-c1ccccc1";"UDYYPRWBKNVMLH-UHFFFAOYSA-N"
"CHEMBL456198";"";"";"Small molecule";"";"463.38";"7";"9";"4.38";"69.64";"5";"2";"0";"5";"N";"0.39";"8.79";"None";"4.58";"4.56";"2";"MOL";"-1";"27";"5";"2";"0";"461.9707";"-1.95";"NEUTRAL";"C19H15BrN2O3S2";"O=C(CCN1C(=O)/C(=C/c2cccc(Br)c2)SC1=S)Nc1ccccc1O";"OWGXOPXDUDSDEQ-WJDWOHSUSA-N"
"CHEMBL1587849";"";"";"Small molecule";"";"314.37";"44";"54";"4.40";"68.27";"5";"1";"0";"4";"N";"0.77";"7.88";"None";"3.58";"3.46";"3";"MOL";"-1";"22";"5";"1";"0";"314.0725";"-1.80";"NEUTRAL";"C16H14N2O3S";"O=C(Nc1nc(-c2ccco2)c(-c2ccco2)s1)C1CCC1";"SJEWFQUOZVMLPB-UHFFFAOYSA-N"
"CHEMBL1306839";"";"";"Small molecule";"";"385.44";"29";"41";"3.87";"73.86";"6";"1";"0";"8";"N";"0.55";"6.20";"None";"3.24";"2.09";"2";"MOL";"-1";"27";"6";"1";"0";"385.0984";"-0.97";"ACID";"C20H19NO5S";"COc1ccccc1OCCCOc1cccc(/C=C2\SC(=O)NC2=O)c1";"HQQCHWIIIXIXMB-AQTBWJFISA-N"
"CHEMBL1333666";"";"";"Small molecule";"";"285.73";"17";"18";"4.54";"50.09";"3";"0";"0";"4";"N";"0.78";"13.67";"None";"4.10";"4.10";"2";"MOL";"-1";"20";"3";"0";"0";"285.0557";"-1.26";"NEUTRAL";"C16H12ClNO2";"Cc1cc(Cl)ccc1Oc1ccccc1C(=O)CC#N";"FMOYOCBGWVTVIW-UHFFFAOYSA-N"
"CHEMBL1532953";"";"";"Small molecule";"";"534.66";"43";"65";"5.33";"111.02";"7";"1";"2";"8";"N";"0.29";"6.26";"None";"5.74";"4.98";"5";"MOL";"-1";"37";"8";"1";"2";"534.1395";"-1.37";"ACID";"C27H26N4O4S2";"CCCCn1c(NS(=O)(=O)c2ccc(C)cc2)c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21";"GSTUDAFDHQFXPN-UHFFFAOYSA-N"
"CHEMBL1493191";"";"";"Small molecule";"";"329.40";"45";"63";"3.95";"53.68";"5";"1";"0";"3";"N";"0.68";"9.11";"None";"3.91";"3.90";"2";"MOL";"-1";"22";"4";"1";"0";"329.0180";"-1.36";"NEUTRAL";"C16H11NO3S2";"O=C1/C(=C/C=C/c2ccco2)SC(=S)N1c1ccc(O)cc1";"YIPZYGCMVAMSCZ-NQDFZQDQSA-N"
"CHEMBL506678";"SITOGLUSIDE";".BETA.-SITOSTEROL-GLUCOSIDE|ALEXANDRIN|AW 10|AW-10|BSS-G|BSSG|CORIANDRINOL|DAUCOSTERIN|DAUCOSTERINE|DAUCOSTEROL|EU-4906|LYONISIDE|NSC-165962|SITOGLUSIDE|WA 184|WA-184";"Small molecule";"-1.0";"576.86";"50";"104";"5.85";"99.38";"6";"4";"2";"9";"N";"0.26";"12.21";"None";"6.07";"6.07";"0";"MOL";"0";"41";"6";"4";"2";"576.4390";"2.69";"NEUTRAL";"C35H60O6";"CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C";"NPJICTMALKLTFW-OFUAXYCQSA-N"
"CHEMBL464410";"";"";"Small molecule";"";"397.48";"2";"5";"3.70";"82.11";"5";"2";"0";"3";"N";"0.77";"9.44";"1.61";"3.62";"3.61";"2";"MOL";"-1";"29";"7";"2";"0";"397.2002";"-1.29";"NEUTRAL";"C22H27N3O4";"CC(C)(C)OC(=O)N1CCN(c2ccc(C(=O)Nc3ccc(O)cc3)cc2)CC1";"WLDWNBSQQODQOC-UHFFFAOYSA-N"
"CHEMBL1444743";"";"";"Small molecule";"";"397.81";"16";"20";"4.61";"83.89";"5";"1";"0";"5";"N";"0.64";"8.88";"None";"2.90";"2.89";"3";"MOL";"-1";"28";"6";"1";"0";"397.0717";"-1.63";"NEUTRAL";"C21H16ClNO5";"Cc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccco3)C2c2cccc(Cl)c2)o1";"VIVXHCAMNMMZOQ-UHFFFAOYSA-N"
"CHEMBL487805";"SCUTELLARIN";"Scutellarin";"Small molecule";"";"462.36";"43";"127";"-0.15";"207.35";"11";"7";"2";"4";"N";"0.25";"2.62";"None";"0.46";"-3.30";"3";"MOL";"-1";"33";"12";"7";"2";"462.0798";"1.82";"ACID";"C21H18O12";"O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O";"DJSISFGPUUYILV-ZFORQUDYSA-N"
"CHEMBL1425000";"";"";"Small molecule";"";"486.50";"27";"32";"5.21";"107.71";"7";"1";"1";"6";"N";"0.51";"None";"1.93";"3.83";"3.83";"3";"MOL";"-1";"36";"7";"2";"1";"486.1591";"-1.04";"NEUTRAL";"C28H23FN2O5";"COc1cccc(C2C(C#N)=C(N)OC3=C2C(=O)CC(c2ccco2)C3)c1OCc1ccc(F)cc1";"DHULOXQTPVNLCX-UHFFFAOYSA-N"
"CHEMBL1362526";"";"";"Small molecule";"";"292.32";"25";"27";"1.58";"102.40";"4";"2";"0";"4";"N";"0.83";"10.27";"None";"1.24";"1.24";"2";"MOL";"-1";"20";"6";"3";"0";"292.0518";"-1.68";"NEUTRAL";"C13H12N2O4S";"NS(=O)(=O)c1ccc(NC(=O)/C=C/c2ccco2)cc1";"XCNHYJUBJPXAED-VMPITWQZSA-N"
"CHEMBL4584525";"";"";"Unknown";"";"459.91";"1";"1";"4.05";"80.20";"5";"2";"0";"2";"N";"0.27";"7.44";"None";"4.54";"4.26";"4";"MOL";"-1";"32";"6";"2";"0";"459.0444";"-1.23";"NEUTRAL";"C24H14ClN3O3S";"O=C1NC(=S)NC(=O)C1=Cc1cn(C(=O)c2ccc3ccccc3c2)c2ccc(Cl)cc12";"KCCZTAHJFROOTO-UHFFFAOYSA-N"
"CHEMBL522621";"";"";"Small molecule";"";"466.62";"1";"1";"7.39";"27.69";"3";"0";"1";"8";"N";"0.25";"None";"None";"7.99";"7.99";"4";"MOL";"-1";"35";"3";"0";"1";"466.2508";"-0.11";"NEUTRAL";"C32H34O3";"COc1ccc(C(C)(C)c2ccc(C(C)(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)cc1";"LXOJOGJEPJOCNS-UHFFFAOYSA-N"
"CHEMBL2011809";"";"1,3-Bis(3-Aminophenyl)Urea";"Small molecule";"";"242.28";"5";"7";"2.50";"93.17";"3";"4";"0";"2";"N";"0.61";"11.47";"4.16";"1.46";"1.46";"2";"MOL";"-1";"18";"5";"6";"1";"242.1168";"-1.03";"NEUTRAL";"C13H14N4O";"Nc1cccc(NC(=O)Nc2cccc(N)c2)c1";"IKLYNYSRJGANON-UHFFFAOYSA-N"
"CHEMBL1362157";"";"";"Small molecule";"";"373.46";"32";"45";"4.72";"71.08";"5";"1";"0";"5";"N";"0.70";"None";"0.81";"4.40";"4.40";"3";"MOL";"-1";"28";"5";"1";"0";"373.1790";"-1.16";"NEUTRAL";"C23H23N3O2";"CC1(C)Cc2c(C#N)c(NCCc3ccccc3)nc(-c3ccco3)c2CO1";"ZICILCWQDGGMQM-UHFFFAOYSA-N"
"CHEMBL295587";"";"";"Small molecule";"";"310.40";"1";"2";"2.74";"83.98";"6";"2";"0";"7";"N";"0.77";"7.68";"0.22";"2.05";"1.85";"2";"MOL";"-1";"20";"6";"2";"0";"310.0558";"-1.31";"NEUTRAL";"C12H14N4O2S2";"O=C(CCCCC(=O)Nc1nccs1)Nc1nccs1";"LRTZYXGHWWJXLS-UHFFFAOYSA-N"
"CHEMBL5209332";"";"";"";"";"436.55";"7";"15";"5.18";"53.05";"6";"0";"1";"10";"N";"0.44";"None";"9.16";"4.84";"3.08";"3";"MOL";"0";"32";"6";"0";"1";"436.2362";"-0.86";"BASE";"C26H32N2O4";"CCCOc1ccc(-c2cc(OCCN3CCCC3)c3cc(OC)cc(OC)c3n2)cc1";"BHFPWDDJHAZZKV-UHFFFAOYSA-N"
"CHEMBL3195767";"";"";"Small molecule";"";"445.18";"34";"47";"3.68";"56.65";"3";"3";"0";"3";"N";"0.29";"6.98";"0.94";"4.30";"3.75";"1";"MOL";"-1";"22";"4";"3";"0";"442.9303";"-1.07";"NEUTRAL";"C15H15Br2N3OS";"Oc1c(Br)cc(Br)cc1/C=N/NC(=S)N[C@H]1CC2C=CC1C2";"TZDQUZYIATYIIL-HPWKYORPSA-N"
"CHEMBL1389429";"";"";"Small molecule";"";"468.53";"14";"16";"6.03";"79.73";"6";"1";"1";"6";"N";"0.35";"7.73";"3.07";"4.83";"4.66";"4";"MOL";"-1";"34";"6";"1";"1";"468.1144";"-1.45";"NEUTRAL";"C27H20N2O4S";"Cc1cccc(N2C(=O)C(O)=C(C(=O)c3cccs3)C2c2cccc(Oc3ccccc3)c2)n1";"AWJUNLCKTSHNJU-UHFFFAOYSA-N"
"CHEMBL4584998";"";"";"Unknown";"";"242.31";"2";"2";"2.73";"43.08";"5";"0";"0";"2";"N";"0.69";"None";"None";"2.63";"2.63";"3";"MOL";"-1";"17";"4";"0";"0";"242.0626";"-1.96";"NEUTRAL";"C12H10N4S";"c1ccc(C2CC2)c(-c2nn3cnnc3s2)c1";"LICZJGKDJPTHHB-UHFFFAOYSA-N"
"CHEMBL3192400";"";"";"Small molecule";"";"407.45";"40";"55";"1.60";"139.53";"7";"4";"0";"7";"N";"0.31";"8.51";"0.58";"1.82";"1.79";"2";"MOL";"-1";"28";"9";"4";"0";"407.1151";"-1.60";"NEUTRAL";"C18H21N3O6S";"CCN(CC)S(=O)(=O)c1cccc(C(=O)N/N=C/c2ccc(O)c(O)c2O)c1";"GFKPOHYPSCNWCD-YBFXNURJSA-N"
"CHEMBL492771";"";"";"Small molecule";"";"332.74";"4";"6";"3.63";"83.83";"4";"2";"0";"6";"N";"0.48";"2.19";"None";"3.37";"-0.16";"2";"MOL";"-1";"23";"5";"2";"0";"332.0452";"-0.53";"ACID";"C17H13ClO5";"O=C(O)/C(O)=C/C(=O)c1cccc(OCc2ccc(Cl)cc2)c1";"FCXRCRRPFVTAPG-SXGWCWSVSA-N"
"CHEMBL511384";"";"";"Small molecule";"";"326.35";"3";"3";"2.33";"88.26";"4";"2";"0";"6";"N";"0.63";"None";"None";"2.19";"2.19";"2";"MOL";"-1";"24";"6";"2";"0";"326.1267";"-0.05";"NEUTRAL";"C18H18N2O4";"COC(=O)c1ccc(CNC(=O)c2ccc(/C=C/C(C)=O)[nH]2)cc1";"XWZJACYAEOYOKR-FPYGCLRLSA-N"
"CHEMBL1529115";"";"";"Small molecule";"";"391.47";"50";"89";"2.15";"97.38";"5";"1";"0";"3";"N";"0.86";"12.73";"None";"1.23";"1.23";"2";"MOL";"-1";"26";"6";"1";"0";"391.0548";"-0.87";"NEUTRAL";"C18H17NO5S2";"Cc1ccc(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCS2(=O)=O)cc1";"JVNAUJPDGUYHKO-UHFFFAOYSA-N"
"CHEMBL4089629";"";"";"Small molecule";"";"572.71";"2";"5";"0.60";"135.74";"10";"2";"1";"14";"N";"0.33";"9.97";"6.31";"0.67";"0.63";"2";"MOL";"-1";"38";"12";"2";"2";"572.1975";"-0.86";"NEUTRAL";"C24H36N4O8S2";"COc1ccc(S(=O)(=O)NCCN2CCN(CCNS(=O)(=O)c3ccc(OC)c(OC)c3)CC2)cc1OC";"NVODBPHFGQBYCZ-UHFFFAOYSA-N"
"CHEMBL117";"CHRYSIN";"NSC-407436";"Small molecule";"";"254.24";"245";"661";"2.87";"70.67";"4";"2";"0";"1";"N";"0.70";"6.58";"None";"3.01";"2.09";"3";"MOL";"-1";"19";"4";"2";"0";"254.0579";"1.23";"NEUTRAL";"C15H10O4";"O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12";"RTIXKCRFFJGDFG-UHFFFAOYSA-N"
"CHEMBL1366482";"";"";"Small molecule";"";"373.29";"21";"24";"4.90";"64.94";"5";"0";"0";"3";"N";"0.48";"None";"None";"4.41";"4.41";"3";"MOL";"-1";"27";"5";"0";"0";"373.0562";"-1.59";"NEUTRAL";"C19H10F3NO4";"O=C1OC(c2ccco2)=N/C1=C\c1ccc(-c2cccc(C(F)(F)F)c2)o1";"ZNSQBTBEQOALTN-UVTDQMKNSA-N"
"CHEMBL1416382";"";"";"Small molecule";"";"413.10";"51";"86";"4.89";"49.66";"3";"1";"0";"3";"N";"0.58";"7.49";"4.84";"5.33";"5.04";"2";"MOL";"-1";"23";"3";"1";"0";"410.9428";"-0.60";"NEUTRAL";"C17H12BrCl2NO2";"CN=c1ccc(Br)cc(C(=O)/C=C/c2ccc(Cl)cc2Cl)c1O";"KDIIQZAHDUSVDR-XVNBXDOJSA-N"
"CHEMBL3954549";"";"";"Small molecule";"";"318.79";"2";"5";"3.28";"75.95";"7";"1";"0";"3";"N";"0.59";"11.36";"1.60";"2.79";"2.79";"3";"MOL";"-1";"21";"6";"1";"0";"318.0454";"-1.81";"NEUTRAL";"C13H11ClN6S";"C/C(=N/Nc1ncnc2sc(Cl)c(C)c12)c1cnccn1";"MHUSNBQZZGFXBB-UWVJOHFNSA-N"
"CHEMBL2059288";"HAMAUDOL";"Hamaudol";"Small molecule";"";"276.29";"2";"5";"1.88";"79.90";"5";"2";"0";"0";"N";"0.77";"7.55";"None";"2.17";"1.94";"2";"MOL";"-1";"20";"5";"2";"0";"276.0998";"2.71";"NEUTRAL";"C15H16O5";"Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)[C@@H](O)C3";"VOTLUFSYIRHICX-LBPRGKRZSA-N"
"CHEMBL3957988";"";"";"Small molecule";"";"350.40";"2";"5";"4.09";"90.63";"7";"3";"0";"3";"N";"0.29";"9.05";"3.57";"4.05";"4.04";"4";"MOL";"-1";"25";"6";"3";"0";"350.0837";"-1.11";"NEUTRAL";"C18H14N4O2S";"C/C(=N\Nc1ncnc2sc3ccccc3c12)c1cc(O)ccc1O";"TXCXGZGWRHHVHQ-UFFVCSGVSA-N"
"CHEMBL309490";"GALANGIN";"NSC-407229";"Small molecule";"";"270.24";"132";"328";"2.58";"90.90";"5";"3";"0";"1";"N";"0.63";"6.38";"None";"2.76";"1.64";"3";"MOL";"-1";"20";"5";"3";"0";"270.0528";"1.43";"ACID";"C15H10O5";"O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12";"VCCRNZQBSJXYJD-UHFFFAOYSA-N"
"CHEMBL4549260";"";"";"Unknown";"";"246.29";"2";"2";"1.79";"52.31";"6";"0";"0";"3";"N";"0.71";"None";"None";"1.62";"1.62";"3";"MOL";"-1";"17";"5";"0";"0";"246.0575";"-2.24";"NEUTRAL";"C11H10N4OS";"COc1ccccc1Cc1nn2cnnc2s1";"HCYLCXPHYJLFMO-UHFFFAOYSA-N"
"CHEMBL490942";"";"";"Small molecule";"";"290.36";"2";"2";"4.45";"40.46";"2";"2";"0";"3";"N";"0.70";"9.66";"None";"5.18";"5.18";"3";"MOL";"-1";"22";"2";"2";"0";"290.1307";"0.08";"NEUTRAL";"C20H18O2";"CC(c1ccccc1)(c1ccc(O)cc1)c1ccc(O)cc1";"VOWWYDCFAISREI-UHFFFAOYSA-N"
"CHEMBL1334412";"";"";"Small molecule";"";"243.31";"44";"62";"2.84";"49.33";"2";"2";"0";"1";"Y";"0.75";"2.89";"4.90";"2.46";"0.13";"1";"MOL";"-1";"18";"3";"2";"0";"243.1259";"0.27";"ACID";"C15H17NO2";"Cc1cc(C)c2c(c1)NC(C(=O)O)C1CC=CC21";"OGVRZBLIJMLYFQ-UHFFFAOYSA-N"
"CHEMBL400247";"STIGMASTEROL";"stigmasterol";"Small molecule";"";"412.70";"41";"123";"7.80";"20.23";"1";"1";"1";"5";"N";"0.46";"None";"None";"7.48";"7.48";"0";"MOL";"-1";"30";"1";"1";"1";"412.3705";"2.80";"NEUTRAL";"C29H48O";"CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C";"HCXVJBMSMIARIN-PHZDYDNGSA-N"
"CHEMBL1503034";"";"";"Small molecule";"";"286.71";"52";"87";"3.30";"54.37";"3";"1";"0";"3";"N";"0.70";"9.13";"None";"3.82";"3.81";"2";"MOL";"-1";"20";"3";"1";"0";"286.0397";"-0.14";"NEUTRAL";"C16H11ClO3";"O=C(/C=C/c1ccccc1Cl)c1ccccc(=O)c1O";"SQKUATVLPMTXAZ-MDZDMXLPSA-N"
"CHEMBL5173495";"";"";"";"";"541.69";"7";"15";"5.90";"56.29";"7";"0";"2";"12";"N";"0.22";"None";"7.86";"6.00";"5.39";"4";"MOL";"0";"40";"7";"0";"2";"541.2941";"-0.83";"NEUTRAL";"C33H39N3O4";"CCCOc1ccc(-c2cc(OCCN3CCN(Cc4ccccc4)CC3)c3c(OC)cc(OC)cc3n2)cc1";"VIWHUUDPXQKENJ-UHFFFAOYSA-N"
"CHEMBL1537336";"";"";"Small molecule";"";"417.46";"9";"10";"4.77";"79.98";"5";"1";"0";"7";"N";"0.56";"9.49";"None";"3.44";"3.43";"3";"MOL";"-1";"31";"6";"1";"0";"417.1576";"-1.31";"NEUTRAL";"C25H23NO5";"CCOc1cccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2ccccc2)c1";"WSIAWOBYHGAOIR-UHFFFAOYSA-N"
"CHEMBL1301164";"";"";"Small molecule";"";"404.26";"55";"77";"3.76";"64.63";"5";"1";"0";"6";"N";"0.59";"None";"1.35";"3.52";"3.52";"2";"MOL";"-1";"25";"5";"1";"0";"403.0419";"-0.35";"NEUTRAL";"C19H18BrNO4";"CNc1ccc(Br)cc(C(=O)/C=C/c2cc(OC)ccc2OC)c1=O";"LMDHMXMMSHLMOX-XBXARRHUSA-N"
"CHEMBL405761";"";"";"Small molecule";"";"295.22";"60";"67";"2.41";"86.46";"4";"3";"0";"2";"N";"0.68";"9.14";"0.86";"1.92";"1.91";"3";"MOL";"-1";"21";"6";"3";"0";"295.0681";"-1.27";"NEUTRAL";"C12H8F3N5O";"O=c1[nH]c(Nc2cccc(C(F)(F)F)c2)nc2[nH]cnc12";"IOWPKEYIXBBDOQ-UHFFFAOYSA-N"
"CHEMBL481309";"";"1-Isomangostin";"Small molecule";"";"410.47";"3";"6";"4.98";"89.13";"6";"2";"0";"3";"N";"0.47";"7.53";"None";"4.95";"4.68";"3";"MOL";"-1";"30";"6";"2";"0";"410.1729";"2.23";"NEUTRAL";"C24H26O6";"COc1c(O)cc2oc3cc(O)c4c(c3c(=O)c2c1CC=C(C)C)OC(C)(C)CC4";"JUHXHWKPHWGZKL-UHFFFAOYSA-N"
"CHEMBL1373132";"";"";"Small molecule";"";"458.95";"14";"18";"3.93";"77.92";"5";"1";"0";"5";"N";"0.54";"3.66";"None";"3.82";"0.50";"2";"MOL";"-1";"30";"6";"1";"0";"458.0162";"-1.56";"ACID";"C21H15ClN2O4S2";"O=C(O)CCN1C(=O)/C(=C2\C(=O)N(Cc3ccccc3Cl)c3ccccc32)SC1=S";"CYMLFEGTSNSAJQ-ISLYRVAYSA-N"
"CHEMBL1254603";"";"";"Small molecule";"";"455.69";"3";"4";"4.45";"47.02";"5";"1";"0";"6";"N";"0.69";"10.97";"8.85";"3.67";"1.06";"1";"MOL";"-1";"33";"5";"1";"0";"455.3512";"-0.26";"BASE";"C28H45N3O2";"CC1CCN(Cc2cc(CN3CCC(C)CC3)c(O)c(=O)c(CN3CCC(C)CC3)c2)CC1";"DGBHMSVQRBELHE-UHFFFAOYSA-N"
"CHEMBL1561333";"";"";"Small molecule";"";"500.51";"6";"10";"5.25";"115.24";"8";"1";"2";"8";"N";"0.33";"7.38";"None";"3.74";"3.43";"4";"MOL";"-1";"37";"9";"1";"2";"500.1584";"-1.26";"NEUTRAL";"C28H24N2O7";"COc1cc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2cc(C)on2)ccc1OCc1ccccc1";"GFQCIVYTSJTUPH-UHFFFAOYSA-N"
"CHEMBL1611199";"";"";"Small molecule";"";"462.48";"37";"47";"4.63";"116.92";"6";"2";"0";"6";"N";"0.51";"4.15";"None";"3.78";"0.72";"3";"MOL";"-1";"33";"8";"2";"0";"462.0886";"-1.72";"ACID";"C24H18N2O6S";"Cc1ccc(C(=O)O)cc1-c1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccccc3)C2=O)o1";"WTPQFTZEPOVIPL-NDENLUEZSA-N"
"CHEMBL1387693";"";"";"Small molecule";"";"417.45";"40";"50";"3.75";"96.18";"7";"1";"0";"4";"N";"0.65";"None";"None";"3.61";"3.61";"3";"MOL";"-1";"30";"8";"1";"0";"417.0896";"-1.86";"NEUTRAL";"C21H15N5O3S";"COc1ccc(-n2cccc2/C=C2\C(=N)N3N=C(c4ccco4)SC3=NC2=O)cc1";"TYNJPKWWVKKUQA-ISFDWQSPSA-N"
"CHEMBL35886";"";"";"Small molecule";"";"255.28";"4";"6";"2.36";"86.72";"5";"3";"0";"3";"N";"0.67";"9.95";"1.70";"3.03";"3.03";"3";"MOL";"-1";"19";"6";"3";"0";"255.1120";"-1.24";"NEUTRAL";"C13H13N5O";"CCc1cccc(Nc2nc(O)c3[nH]cnc3n2)c1";"RPKIAWXFDCYUPC-UHFFFAOYSA-N"
"CHEMBL1443422";"";"1,3-Bis(3-Nitrophenyl)Urea";"Small molecule";"";"302.25";"20";"32";"3.15";"127.41";"5";"2";"0";"4";"N";"0.66";"10.89";"None";"3.00";"3.00";"2";"MOL";"-1";"22";"9";"2";"0";"302.0651";"-1.37";"NEUTRAL";"C13H10N4O5";"O=C(Nc1cccc([N+](=O)[O-])c1)Nc1cccc([N+](=O)[O-])c1";"LMGCNSZBVIPYHM-UHFFFAOYSA-N"
"CHEMBL1450458";"";"";"Small molecule";"";"444.53";"47";"65";"5.17";"81.43";"5";"1";"1";"5";"N";"0.55";"None";"2.49";"5.33";"5.33";"3";"MOL";"-1";"33";"6";"1";"1";"444.2049";"-1.06";"NEUTRAL";"C27H28N2O4";"CC1CCCCC1NC(=O)COC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccco1)CC2";"FXSYYMGBMPXVBO-OBGWFSINSA-N"
"CHEMBL42325";"";"";"Small molecule";"";"376.42";"1";"2";"3.58";"115.56";"4";"4";"0";"7";"N";"0.37";"8.59";"2.86";"3.30";"3.27";"4";"MOL";"-1";"28";"8";"4";"0";"376.1648";"-0.67";"NEUTRAL";"C20H20N6O2";"O=C(CCCCC(=O)Nc1nc2ccccc2[nH]1)Nc1nc2ccccc2[nH]1";"XGNYYHJCSHHAPI-UHFFFAOYSA-N"
"CHEMBL82411";"INDOLE-3-ACETIC ACID";"Indole-3-Acetic Acid";"Small molecule";"";"175.19";"31";"60";"1.79";"53.09";"1";"2";"0";"2";"Y";"0.73";"4.66";"None";"1.71";"-0.96";"2";"MOL";"-1";"13";"3";"2";"0";"175.0633";"-0.11";"ACID";"C10H9NO2";"O=C(O)Cc1c[nH]c2ccccc12";"SEOVTRFCIGRIMH-UHFFFAOYSA-N"
"CHEMBL1489865";"";"";"Small molecule";"";"458.51";"24";"27";"4.97";"88.96";"6";"1";"0";"8";"N";"0.48";"7.92";"2.33";"4.36";"4.25";"3";"MOL";"-1";"34";"7";"1";"0";"458.1842";"-1.24";"NEUTRAL";"C27H26N2O5";"CCCOc1ccc(C(=O)C2=C(O)C(=O)N(c3ccccn3)C2c2ccc(OC)cc2)cc1C";"QWCMPDSDUTVZMW-UHFFFAOYSA-N"
"CHEMBL1504875";"";"";"Small molecule";"";"399.49";"36";"44";"6.05";"46.59";"3";"0";"1";"8";"N";"0.36";"None";"None";"5.43";"5.43";"4";"MOL";"-1";"30";"4";"0";"1";"399.1834";"-1.31";"NEUTRAL";"C26H25NO3";"Cc1ccc(C(CCN(Cc2ccccc2)C(=O)c2ccco2)c2ccco2)cc1";"OAEKNZSEPMUQQW-UHFFFAOYSA-N"
"CHEMBL1600566";"";"";"Small molecule";"";"414.42";"20";"25";"4.82";"96.78";"6";"1";"0";"4";"N";"0.48";"7.74";"None";"3.66";"3.50";"4";"MOL";"-1";"31";"7";"1";"0";"414.1216";"-1.40";"NEUTRAL";"C24H18N2O5";"Cc1ccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2c2cc(C)on2)cc1";"YACPFLXDNPGORQ-UHFFFAOYSA-N"
"CHEMBL288114";"GALLIC ACID";"BENZOIC ACID, 3,4,5-TRIHYDROXY-|GALLIC ACID|Gallate|Gallic acid|NSC-20103|NSC-674319";"Small molecule";"2.0";"170.12";"177";"600";"0.50";"97.99";"4";"4";"0";"1";"N";"0.46";"3.94";"None";"0.72";"-2.48";"1";"MOL";"0";"12";"5";"4";"0";"170.0215";"0.98";"ACID";"C7H6O5";"O=C(O)c1cc(O)c(O)c(O)c1";"LNTHITQWFMADLM-UHFFFAOYSA-N"
"CHEMBL499444";"";"";"Small molecule";"";"298.29";"4";"6";"2.97";"83.83";"4";"2";"0";"6";"N";"0.49";"2.23";"None";"2.76";"-0.76";"2";"MOL";"-1";"22";"5";"2";"0";"298.0841";"-0.11";"ACID";"C17H14O5";"O=C(O)/C(O)=C/C(=O)c1ccccc1OCc1ccccc1";"JXKICJGRKUURQN-GDNBJRDFSA-N"
